player_id,match_id,line_value
1628386,0022300305,9.5
1628386,0022300319,10.5
1628386,0022300336,8.5
1628386,0022300349,11.5
1628386,0022300364,12.5
1628386,0022300375,14.5
1628386,0022300396,14.5
1628386,0022300420,17.5
1628386,0022300433,16.5
1628386,0022300452,20.5
1628386,0022300465,20.5
1628386,0022300482,21.5
1628386,0022300497,19.5
1628386,0022300527,20.5
1628386,0022300561,17.5
1628386,0022300572,16.5
1628386,0022300595,16.5
1628386,0022300607,17.5
1628386,0022300624,14.5
1628386,0022300639,16.5
1628386,0022300658,18.5
1628386,0022300675,18.5
1628386,0022300687,18.5
1628386,0022300703,18.5
1628386,0022300714,19.5
1628386,0022300728,18.5
1628386,0022300735,17.5
1628386,0022300756,17.5
1628386,0022300762,17.5
1628386,0022300781,16.5
1628386,0022300792,15.5
1628386,0022300805,16.5
1628386,0022300820,18.5
1628386,0022300832,19.5
1628386,0022300846,19.5
1628386,0022300857,18.5
1628386,0022300876,17.5
1628386,0022300886,15.5
1628386,0022300895,15.5
1628386,0022300911,15.5
1628386,0022300930,19.5
1628386,0022300934,21.5
1628386,0022300951,20.5
1628386,0022300967,19.5
1628386,0022300983,18.5
1628386,0022300996,16.5
1628386,0022301014,18.5
1628386,0022301029,18.5
1628386,0022301033,16.5
1628386,0022301048,17.5
1628386,0022301067,18.5
1628386,0022301077,15.5
1628386,0022301100,16.5
1628386,0022301110,18.5
1628386,0022301127,19.5
1628386,0022301132,17.5
1628386,0022301158,17.5
1628386,0022301174,17.5
1628386,0022301187,18.5
1628404,0022300079,7.5
1628404,0022300090,5.5
1628404,0022300112,4.5
1628404,0022300120,4.5
1628404,0022300002,6.5
1628404,0022300151,5.5
1628404,0022300161,7.5
1628404,0022300177,7.5
1628404,0022300188,7.5
1628404,0022300193,8.5
1628404,0022300028,8.5
1628404,0022300202,8.5
1628404,0022300221,9.5
1628404,0022300045,9.5
1628404,0022300247,7.5
1628404,0022300057,6.5
1628404,0022300268,8.5
1628404,0022300276,8.5
1628404,0022301201,11.5
1628404,0022301227,11.5
1628404,0022300297,11.5
1628404,0022300318,11.5
1628404,0022300333,10.5
1628404,0022300343,7.5
1628404,0022300359,5.5
1628404,0022300368,5.5
1628404,0022300388,4.5
1628404,0022300401,4.5
1628404,0022300419,5.5
1628404,0022300429,6.5
1628404,0022300441,6.5
1628404,0022300451,6.5
1628404,0022300468,7.5
1628404,0022300483,6.5
1628404,0022300494,7.5
1628404,0022300514,8.5
1628404,0022300530,6.5
1628404,0022300544,5.5
1628404,0022300557,6.5
1628404,0022300573,5.5
1628404,0022300596,5.5
1628404,0022300615,7.5
1628404,0022300631,6.5
1628404,0022300643,6.5
1628404,0022300657,8.5
1628404,0022300671,7.5
1628404,0022300685,7.5
1628404,0022300701,8.5
1628404,0022300722,9.5
1628404,0022300736,9.5
1628404,0022300755,12.5
1628404,0022300765,10.5
1628404,0022300778,13.5
1628404,0022300794,11.5
1628404,0022300816,13.5
1628404,0022300828,11.5
1628404,0022300837,15.5
1628404,0022300852,15.5
1628404,0022300876,17.5
1628404,0022300889,16.5
1628404,0022300912,15.5
1628404,0022300927,15.5
1628404,0022300939,13.5
1628404,0022300960,15.5
1628404,0022300975,13.5
1628404,0022300988,12.5
1628404,0022301009,11.5
1628404,0022301019,9.5
1628404,0022301035,6.5
1628404,0022301053,7.5
1628404,0022301070,7.5
1628404,0022301082,7.5
1628404,0022301096,9.5
1628404,0022301112,9.5
1628404,0022301119,13.5
1628404,0022301139,11.5
1628404,0022301149,10.5
1628404,0022301167,11.5
1628404,0022301175,14.5
1628404,0022301190,11.5
1628969,0022300084,20.5
1628969,0022300101,19.5
1628969,0022300119,20.5
1628969,0022300004,20.5
1628969,0022300136,20.5
1628969,0022300149,20.5
1628969,0022300160,23.5
1628969,0022300010,20.5
1628969,0022300178,18.5
1628969,0022300020,19.5
1628969,0022300200,20.5
1628969,0022300208,18.5
1628969,0022300227,20.5
1628969,0022300240,26.5
1628969,0022300250,26.5
1628969,0022300054,25.5
1628969,0022300266,24.5
1628969,0022300282,25.5
1628969,0022301209,25.5
1628969,0022301219,26.5
1628969,0022300303,27.5
1628969,0022300317,27.5
1628969,0022300322,27.5
1628969,0022300339,21.5
1628969,0022300357,18.5
1628969,0022300368,16.5
1628969,0022300383,15.5
1628969,0022300394,13.5
1628969,0022300406,17.5
1628969,0022300417,18.5
1628969,0022300430,17.5
1628969,0022300447,17.5
1628969,0022300461,19.5
1628969,0022300469,16.5
1628969,0022300481,15.5
1628969,0022300498,17.5
1628969,0022300527,21.5
1628969,0022300562,22.5
1628969,0022300578,25.5
1628969,0022300591,26.5
1628969,0022300600,26.5
1628969,0022300615,23.5
1628969,0022300629,25.5
1628969,0022300645,24.5
1628969,0022300660,23.5
1628969,0022300677,27.5
1628969,0022300698,26.5
